Policy:,coal mining - methane capture,Unit: g CO2e,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
Lower Bound,Upper Bound,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0,2037.0,2038.0,2039.0,2040.0,2041.0,2042.0,2043.0,2044.0,2045.0,2046.0,2047.0,2048.0,2049.0,2050.0
-1150,-1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1100,-1050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1050,-1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1000,-950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-950,-900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-900,-850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-850,-800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-800,-750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-750,-700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-700,-650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-650,-600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-600,-550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-550,-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-500,-450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-450,-400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-400,-350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-350,-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-300,-250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-250,-200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-200,-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-150,-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-100,-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-90,-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-80,-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-70,-60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-60,-50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-50,-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30,-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174704550468.67804,350799162678.45953,520706008332.02527,693537143361.708,855127061240.2552,1100785432495.7502,1341524299553.495,1586966572957.4104,1839248907867.5132,2120051988735.504
-20,-10,1855115624372.1975,1484181666247.5203,1131632442371.2993,729709207444.7136,331829110796.9734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192542694748.62668,383739227797.57446,576524302361.692,750686526513.2065,921808072934.5825,1093190701061.1934,1259398957241.7122,1455153780535.8328,1639617302697.5925,1819416751248.0376,1776492855492.8225,1735099683977.2244,1669033038613.4363,1619356178152.0852,1550072915543.3872,1390665868836.4695,1226982564912.7683,1068958742387.3948,914165494339.4061,767745930521.0511
-10,0,6640608305736.104,6654352083956.564,6778489256142.054,6569569941624.542,5986847470855.233,5316520358010.59,6277113738073.135,6235776299705.213,6157972611851.849,5343831934578.529,5170305410458.286,5117221553163.329,4895556596229.765,4796079786558.241,4661622663565.947,4477679991060.899,4186628784314.0435,3859481069537.8647,3552609931643.149,3163688641382.6387,2807606304027.5845,2540306948699.5454,2274178152044.8525,2060530760086.7295,1823494442443.039,1580300421077.98,1487123298359.2173,1394830992395.5518,1283087613696.9248,1184644408064.976,1072768049861.3728,1007087784863.9233,938105394007.0546,873251393071.7902,811310027396.4907,758362306708.9818
0,0,287384958387.0367,281622330391.30225,280425913228.8741,265556605945.35287,236350246466.04724,204888223254.37714,252140332556.8241,261194443917.0267,269103939352.0701,243771308912.1068,246350987312.48795,297758636421.2161,341836683215.42035,396843678706.88306,452937208302.2188,507603586287.5806,442857164761.397,374240725721.87933,307660937571.85614,234850761200.09415,166264743748.03162,160917675879.34885,155415081261.63672,153518563450.23853,150090858909.59796,146191617370.4252,144096508263.7472,142135166283.67902,138143338920.0048,135491105697.022,131176369060.39726,120929361152.58917,110295580670.407,100156110639.33116,90339199201.19669,81463266444.78535
0.1,10,1077610812839.374,1151479804059.4172,1245643723489.1606,1277413288822.9448,1227789622729.4397,1146645954459.6487,1363784159691.731,1365233359880.5908,1359071468791.6716,1189363274752.7893,1160958949152.5808,1170119013674.0178,1141699952797.3628,1142713387572.6597,1136948245992.5427,1120435178751.0884,1175375641372.238,1220390494818.0044,1271533228578.8176,1289786899525.9775,1314239993074.3054,1263392172763.8762,1211499075033.207,1187702370115.2883,1151922017350.7075,1112501904410.33,1047186952859.318,982497123579.7083,904104186226.7932,835079008402.4116,756579126472.4727,708654310965.8113,658412947150.1079,611075567467.5974,565768042104.1548,526688497934.4521
10,20,494461595494.1515,503492946532.533,521010347273.7899,512795180166.0075,474428817665.8941,427605110013.1239,501024332815.06415,493703194235.7258,483351232071.9761,415602169652.4734,398167154720.8727,394231907852.43756,377316157965.7645,369824627179.3315,359647047160.84625,345661202393.47894,338301112468.0057,328048870789.28424,319486556182.9038,303128997945.14,289067902150.1754,317397902933.86,344650409276.87036,379960605840.61694,412084217855.3504,443004360102.4707,450850902060.8413,459215745783.161,460924833549.6557,466930901180.3719,466985698012.5748,433253000909.928,398122320128.87836,364764394596.22253,332596413106.2012,303975076653.81934
20,30,227570025037.62488,232008689634.82675,240362331627.34464,236839998182.6577,219359293605.2018,197918059345.8213,244187168346.59045,253583043108.4478,261889152408.9014,237787099835.2024,240844570967.49615,244683781978.1138,240752350996.28217,243110370584.13394,244161127207.13477,243015649816.97882,251672126220.14255,258198588443.3909,266027256773.54504,267037773151.37152,269444386169.1279,265925868782.86523,262044908549.11798,264252461711.95303,263906873137.38895,262744644697.92047,251547966814.79645,240532575963.44086,226131073115.00504,214012784644.03622,199384697344.77295,218471942529.5471,236705263061.78726,255854221668.32962,276018995860.5493,300097485245.869
30,40,77882787786.41667,85574502161.26494,94811197784.93797,99264267075.359,97153758982.48787,92196850200.0709,110127678972.999,110734990098.02437,110742344333.37999,97375384894.54565,95518685271.6741,101840714130.58865,105143454016.56926,111395013914.35033,117373103765.663,122562984979.51216,125046099717.40659,126468121922.74994,128531368305.04462,127338031519.94127,126878536998.65224,124613824730.99643,122191481083.17905,122607265601.42818,121829275483.59906,120672936419.08342,125401693343.4284,130292252692.50314,133278023065.24278,137477652526.6384,139889434859.3199,136443713183.31728,132528103471.82164,129175101639.11484,126279520740.98148,124923476101.6571
