Unit: BTU,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
rubber and plastic products 22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass and glass products 231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cement and other nonmetallic minerals 239,22119000435059.504,23823821395656.95,24607257528556.008,17164860336963.348,9886470157940.887,2717326014973.7,3069345317752.547,3405457401795.5464,3726716678140.466,4034086383386.5156,4328448225932.7173,4473072903704.765,4611897640296.4375,4735168165916.887,4863119938691.974,4986231569659.187,5625441912970.928,6240022029319.809,6831368598008.028,7400774657404.275,7949439043227.574,8283703942876.557,8606494971556.251,8899377170513.203,9200281363101.703,9491362584088.105,12863187954071.285,16085312784488.223,19167490060775.617,22118643566927.508,24946954175066.5
iron and steel 241,202127771433328.03,232349998018365.03,218967301139822.0,222175520019955.28,225793088559866.06,229356358688531.72,229196284292623.3,229043443416040.84,228897356584480.97,228757585783563.56,228623730072379.3,228537571585454.16,228454868346720.78,227889511449533.38,227813285653828.8,227739943316888.62,227417684746856.1,227107843531773.66,226809715534295.1,226522648867760.62,226246039137875.6,226073817027047.62,225907506557794.34,225265472005677.44,225110438212841.28,224960465474592.97,223339105753625.06,221789730313699.84,220307649381175.12,218888571908224.12,217528564080047.12
other metals 242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metal products except machinery and vehicles 25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
computers and electronics 26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
appliances and electrical equipment 27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
other machinery 28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
road vehicles 29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nonroad vehicles 30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
other manufacturing 31T33,202127771433328.03,232349998018365.03,218967301139822.0,222175520019955.28,225793088559866.06,229356358688531.72,229196284292623.3,229043443416040.84,228897356584480.97,228757585783563.56,228623730072379.3,228537571585454.16,228454868346720.78,227889511449533.38,227813285653828.8,227739943316888.62,227417684746856.1,227107843531773.66,226809715534295.1,226522648867760.62,226246039137875.6,226073817027047.62,225907506557794.34,225265472005677.44,225110438212841.28,224960465474592.97,223339105753625.06,221789730313699.84,220307649381175.12,218888571908224.12,217528564080047.12
energy pipelines and gas processing 352T353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water and waste 36T39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction 41T43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
